1000	48884
2000	103642
3000	164202
4000	232268
5000	313039
6000	364123
7000	433783
8000	528622
9000	557707
10000	648331
11000	716924
12000	783001
13000	874000
14000	915488
15000	970146
16000	1095101
17000	1132826
18000	1201197
19000	1267669
20000	1340336
21000	1437883
22000	1511519
23000	1591875
24000	1614610
25000	1702189
26000	1816212
27000	1884680
28000	1950130
29000	2101672
30000	2689479
31000	2262966
32000	2232834
33000	2334387
34000	2439744
35000	2493896
36000	2541131
37000	2605216
38000	3480307
39000	3765977
40000	3754949
41000	3830246
42000	3973763
43000	4078072
44000	4178558
45000	4240061
46000	4303849
47000	3405956
48000	3600944
49000	3552564
50000	3642190
51000	3749738
52000	3845690
53000	3873950
54000	3966285
55000	4074465
56000	4158614
57000	4175345
58000	4265997
59000	4424696
60000	4418330
61000	4616005
62000	4624956
63000	5521081
64000	4739689
65000	4867302
66000	4906860
67000	5032440
68000	5202328
69000	5158644
70000	5332602
71000	5374868
72000	5422597
73000	5493383
74000	5588516
75000	5711014
76000	5748226
77000	5867872
78000	5879520
79000	5986458
80000	6089994
81000	6164825
82000	6261622
83000	6381603
84000	6579358
85000	6480387
86000	6462232
87000	6641617
88000	6783965
89000	6786971
90000	6891461
91000	6928282
92000	8197830
93000	7477848
94000	7384810
95000	7586500
96000	7662504
97000	7634001
98000	7608615
99000	7727027
100000	7755895
101000	7948969
102000	8056551
103000	8007310
104000	8154212
105000	8117932
106000	8187974
107000	8248917
108000	8447213
109000	8770614
110000	8576354
111000	8620868
112000	8721018
113000	8829078
114000	10614357
115000	9709116
116000	9133322
117000	9168560
118000	9477503
119000	9244186
120000	9348860
121000	9380735
122000	9497246
123000	9628091
124000	9859559
125000	9983638
126000	10042829
127000	9921751
128000	10098361
129000	10358987
130000	10293182
131000	10437417
132000	10451565
133000	10497363
134000	10657055
135000	10713424
136000	10818050
137000	11081674
138000	11000027
139000	11319202
140000	11219120
141000	11371143
142000	11488257
143000	12237414
144000	11456333
145000	11495988
146000	11620778
147000	11649633
148000	11790468
149000	11971956
150000	12083007
151000	12142889
152000	12230477
153000	12260291
154000	12412491
155000	12554453
156000	12597570
157000	12755524
158000	12750279
159000	12746265
160000	12796556
161000	12790458
162000	12917576
163000	12918607
164000	12979133
165000	13189693
166000	14263226
167000	14878843
168000	13556325
169000	13545118
170000	13600364
171000	13787560
172000	13803495
173000	13998193
174000	14285034
175000	14243500
176000	14297328
177000	14451137
178000	14558851
179000	14487101
180000	14539541
181000	14674920
182000	14696798
183000	14906667
184000	15045385
185000	15094832
186000	15124880
187000	15371086
188000	15373982
189000	15436208
190000	15488000
191000	15551399
192000	15629744
193000	15744325
194000	15673798
195000	15733700
196000	15770624
197000	15823765
198000	15993986
199000	16176820
200000	16274891
201000	16486373
202000	16590935
203000	16660045
204000	16783112
205000	18605332
206000	17162087
207000	17047286
208000	17107462
209000	17214837
210000	17305325
211000	17480688
212000	17501042
213000	17503609
214000	17662140
215000	17716540
216000	17854032
217000	17900923
218000	18038105
219000	18171793
220000	18181824
221000	18281682
222000	18394612
223000	18411938
224000	18452168
225000	18543630
226000	18711359
227000	18618996
228000	18666483
229000	18733514
230000	18863655
231000	20216419
232000	19006916
233000	19196281
234000	19303792
235000	19420930
236000	19559880
237000	19598328
238000	20848935
239000	20044126
240000	19883139
241000	20043474
242000	20091747
243000	20403493
244000	20280070
245000	20351489
246000	20582174
247000	20626699
248000	20746063
249000	20712714
250000	20920693
251000	20967257
252000	21092534
253000	21110288
254000	21172133
255000	21361724
256000	21417393
257000	21393656
258000	21564054
259000	21575572
260000	21821382
261000	21528325
262000	21508501
263000	21723366
264000	21971211
265000	22105631
266000	22670909
267000	22401068
268000	22503398
269000	23217525
270000	22456416
271000	23146995
272000	22762030
273000	22928256
